movieId,title,genres,year,avg_rating,rating_count
41,Billy Madison,Comedy,1995.0,3.08,37
42,Clerks,Comedy,1994.0,3.8,148
43,Disclosure,Drama Thriller,1994.0,3.0,40
44,Dolores Claiborne,Drama Thriller,1994.0,3.34,79
45,Eat Drink Man Woman,Comedy Drama,1994.0,4.05,80
46,Exotica,Drama,1994.0,3.56,27
47,Ed Wood,Comedy Drama,1994.0,3.6,133
48,Hoop Dreams,Documentary,1994.0,4.09,117
49,I.Q.,Comedy Romance,1994.0,3.32,81
50,Star Wars,Action Adventure Romance Sci-Fi War,1977.0,4.36,583
51,Legends of the Fall,Drama Romance War Western,1994.0,3.46,81
52,"Madness of King George, The",Drama,1994.0,3.77,91
53,Natural Born Killers,Action Thriller,1994.0,2.95,128
54,Outbreak,Action Drama Thriller,1995.0,3.24,104
55,"Professional, The",Crime Drama Romance Thriller,1994.0,3.7,149
56,Pulp Fiction,Crime Drama,1994.0,4.06,394
57,Priest,Drama,1994.0,4.0,40
58,Quiz Show,Drama,1994.0,3.65,175
59,Three Colors: Red,Drama,1994.0,4.06,83
60,Three Colors: Blue,Drama,1993.0,4.02,64
61,Three Colors: White,Drama,1994.0,3.86,59
62,Stargate,Action Adventure Sci-Fi,1994.0,3.14,127
63,"Santa Clause, The",Children's Comedy,1994.0,3.1,82
64,"Shawshank Redemption, The",Drama,1994.0,4.45,283
65,What's Eating Gilbert Grape,Comedy Drama,1993.0,3.54,115
66,While You Were Sleeping,Comedy Romance,1995.0,3.55,162
67,Ace Ventura: Pet Detective,Comedy,1994.0,3.05,103
68,"Crow, The",Action Romance Thriller,1994.0,3.42,134
69,Forrest Gump,Comedy Romance War,1994.0,3.85,321
70,Four Weddings and a Funeral,Comedy Romance,1994.0,3.66,251
71,"Lion King, The",Animation Children's Musical,1994.0,3.78,220
72,"Mask, The",Comedy Crime Fantasy,1994.0,3.19,129
73,Maverick,Action Comedy Western,1994.0,3.47,128
74,Faster Pussycat! Kill! Kill!,Action Comedy Drama,1965.0,3.0,7
75,Brother Minister: The Assassination of Malcolm X,Documentary,1994.0,3.0,5
76,Carlito's Way,Crime Drama,1993.0,3.41,54
77,"Firm, The",Drama Thriller,1993.0,3.28,151
78,Free Willy,Adventure Children's Drama,1993.0,2.45,33
79,"Fugitive, The",Action Thriller,1993.0,4.04,336
80,Hot Shots! Part Deux,Action Comedy War,1993.0,2.76,68
81,"Hudsucker Proxy, The",Comedy Romance,1994.0,3.55,110
82,Jurassic Park,Action Adventure Sci-Fi,1993.0,3.72,261
83,Much Ado About Nothing,Comedy Romance,1993.0,4.06,176
84,Robert A. Heinlein's The Puppet Masters,Horror Sci-Fi,1994.0,3.0,18
85,"Ref, The",Comedy,1994.0,3.03,58
86,"Remains of the Day, The",Drama,1993.0,3.94,150
87,Searching for Bobby Fischer,Drama,1993.0,3.91,138
88,Sleepless in Seattle,Comedy Romance,1993.0,3.54,213
89,Blade Runner,Film-Noir Sci-Fi,1982.0,4.14,275
90,So I Married an Axe Murderer,Comedy Romance Thriller,1993.0,3.05,95
91,"Nightmare Before Christmas, The",Children's Comedy Musical,1993.0,3.59,143
92,True Romance,Action Crime Romance,1993.0,3.62,104
93,Welcome to the Dollhouse,Comedy Drama,1995.0,3.72,112
94,Home Alone,Children's Comedy,1990.0,3.09,137
95,Aladdin,Animation Children's Comedy Musical,1992.0,3.81,219
96,Terminator 2: Judgment Day,Action Sci-Fi Thriller,1991.0,4.01,295
97,Dances with Wolves,Adventure Drama Western,1990.0,3.79,256
98,"Silence of the Lambs, The",Drama Thriller,1991.0,4.29,390
99,Snow White and the Seven Dwarfs,Animation Children's Musical,1937.0,3.71,172
100,Fargo,Crime Drama Thriller,1996.0,4.16,508
101,Heavy Metal,Action Adventure Animation Horror Sci-Fi,1981.0,3.26,73
102,"Aristocats, The",Animation Children's,1970.0,3.13,54
103,All Dogs Go to Heaven 2,Animation Children's Musical,1996.0,1.87,15
104,Theodore Rex,Comedy,1995.0,1.4,5
105,Sgt. Bilko,Comedy,1996.0,2.57,74
106,Diabolique,Drama Thriller,1996.0,2.89,71
107,Moll Flanders,Drama,1996.0,3.5,42
108,Kids in the Hall: Brain Candy,Comedy,1996.0,3.08,65
109,Mystery Science Theater 3000: The Movie,Comedy Sci-Fi,1996.0,3.43,130
110,Operation Dumbo Drop,Action Adventure Comedy War,1995.0,2.52,31
111,"Truth About Cats & Dogs, The",Comedy Romance,1996.0,3.49,272
112,Flipper,Adventure Children's,1996.0,2.45,20
113,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama,1995.0,4.11,9
114,Wallace & Gromit: The Best of Aardman Animation,Animation,1996.0,4.45,67
115,"Haunted World of Edward D. Wood Jr., The",Documentary,1995.0,3.73,15
116,Cold Comfort Farm,Comedy,1995.0,3.82,125
117,"Rock, The",Action Adventure Thriller,1996.0,3.69,378
118,Twister,Action Adventure Thriller,1996.0,3.22,293
119,Maya Lin: A Strong Clear Vision,Documentary,1994.0,4.5,4
120,Striptease,Comedy Crime,1996.0,2.24,67
121,Independence Day (ID4),Action Sci-Fi War,1996.0,3.44,429
122,"Cable Guy, The",Comedy,1996.0,2.34,106
123,"Frighteners, The",Comedy Horror,1996.0,3.23,115
124,Lone Star,Drama Mystery,1996.0,4.05,187
125,Phenomenon,Drama Romance,1996.0,3.56,244
126,"Spitfire Grill, The",Drama,1996.0,3.8,97
127,"Godfather, The",Action Crime Drama,1972.0,4.28,413
128,Supercop,Action Thriller,1992.0,3.54,65
129,Bound,Crime Drama Romance Thriller,1996.0,3.82,129
130,Kansas City,Crime,1996.0,2.26,23
131,Breakfast at Tiffany's,Drama Romance,1961.0,3.73,95
132,"Wizard of Oz, The",Adventure Children's Drama Musical,1939.0,4.08,246
133,Gone with the Wind,Drama Romance War,1939.0,3.87,171
134,Citizen Kane,Drama,1941.0,4.29,198
135,2001: A Space Odyssey,Drama Mystery Sci-Fi Thriller,1968.0,3.97,259
136,Mr. Smith Goes to Washington,Drama,1939.0,4.12,105
137,Big Night,Drama,1996.0,3.9,171
138,D3: The Mighty Ducks,Children's Comedy,1996.0,2.58,19
139,"Love Bug, The",Children's Comedy,1969.0,2.78,50
140,Homeward Bound: The Incredible Journey,Adventure Children's,1993.0,3.21,61
141,"20,000 Leagues Under the Sea",Adventure Children's Fantasy Sci-Fi,1954.0,3.5,72
142,Bedknobs and Broomsticks,Adventure Children's Musical,1971.0,3.07,57
143,"Sound of Music, The",Musical,1965.0,3.77,222
144,Die Hard,Action Thriller,1988.0,3.87,243
145,"Lawnmower Man, The",Action Sci-Fi Thriller,1992.0,2.45,65
146,Unhook the Stars,Drama,1996.0,2.5,10
147,"Long Kiss Goodnight, The",Action Thriller,1996.0,3.47,185
148,"Ghost and the Darkness, The",Action Adventure,1996.0,3.2,128
149,Jude,Drama,1996.0,3.0,23
150,Swingers,Comedy Drama,1996.0,3.83,157
151,Willy Wonka and the Chocolate Factory,Adventure Children's Comedy,1971.0,3.63,326
152,Sleeper,Comedy Sci-Fi,1973.0,3.63,82
153,"Fish Called Wanda, A",Comedy,1988.0,3.79,247
154,Monty Python's Life of Brian,Comedy,1979.0,3.75,174
155,Dirty Dancing,Musical Romance,1987.0,3.1,98
156,Reservoir Dogs,Crime Thriller,1992.0,3.99,148
157,Platoon,Drama War,1986.0,3.69,127
158,Weekend at Bernie's,Comedy,1989.0,2.62,60
159,Basic Instinct,Mystery Thriller,1992.0,3.23,101
160,Glengarry Glen Ross,Drama,1992.0,3.46,69
161,Top Gun,Action Romance,1986.0,3.48,220
162,On Golden Pond,Drama,1981.0,3.56,106
163,"Return of the Pink Panther, The",Comedy,1974.0,3.55,92
164,"Abyss, The",Action Adventure Sci-Fi Thriller,1989.0,3.59,151
165,Jean de Florette,Drama,1986.0,4.11,64
166,Manon of the Spring (Manon des sources),Drama,1986.0,4.12,58
167,Private Benjamin,Comedy,1980.0,2.96,67
168,Monty Python and the Holy Grail,Comedy,1974.0,4.07,316
169,"Wrong Trousers, The",Animation Comedy,1993.0,4.47,118
170,Cinema Paradiso,Comedy Drama Romance,1988.0,4.17,121
171,Delicatessen,Comedy Sci-Fi,1991.0,3.88,65
172,"Empire Strikes Back, The",Action Adventure Drama Romance Sci-Fi War,1980.0,4.2,367
173,"Princess Bride, The",Action Adventure Comedy Romance,1987.0,4.17,324
174,Raiders of the Lost Ark,Action Adventure,1981.0,4.25,420
175,Brazil,Sci-Fi,1985.0,3.82,208
176,Aliens,Action Sci-Fi Thriller War,1986.0,3.95,284
177,"Good, The Bad and The Ugly, The",Action Western,1966.0,3.86,137
178,12 Angry Men,Drama,1957.0,4.34,125
179,"Clockwork Orange, A",Sci-Fi,1971.0,3.91,221
180,Apocalypse Now,Drama War,1979.0,4.05,221
181,Return of the Jedi,Action Adventure Romance Sci-Fi War,1983.0,4.01,507
182,GoodFellas,Crime Drama,1990.0,3.95,226
183,Alien,Action Horror Sci-Fi Thriller,1979.0,4.03,291
184,Army of Darkness,Action Adventure Comedy Horror Sci-Fi,1993.0,3.43,116
185,Psycho,Horror Romance Thriller,1960.0,4.1,239
186,"Blues Brothers, The",Action Comedy Musical,1980.0,3.84,251
187,"Godfather: Part II, The",Action Crime Drama,1974.0,4.19,209
188,Full Metal Jacket,Action Drama War,1987.0,3.68,170
189,"Grand Day Out, A",Animation Comedy,1992.0,4.11,66
190,Henry V,Drama War,1989.0,4.14,124
191,Amadeus,Drama Mystery,1984.0,4.16,276
192,Raging Bull,Drama,1980.0,4.12,116
193,"Right Stuff, The",Drama,1983.0,3.92,157
194,"Sting, The",Comedy Crime,1973.0,4.06,241
195,"Terminator, The",Action Sci-Fi Thriller,1984.0,3.93,301
196,Dead Poets Society,Drama,1989.0,3.92,251
197,"Graduate, The",Drama Romance,1967.0,4.1,239
198,Nikita (La Femme Nikita),Thriller,1990.0,4.01,127
199,"Bridge on the River Kwai, The",Drama War,1957.0,4.18,165
200,"Shining, The",Horror,1980.0,3.83,206
201,Evil Dead II,Action Adventure Comedy Horror,1987.0,3.52,89
202,Groundhog Day,Comedy Romance,1993.0,3.76,280
203,Unforgiven,Western,1992.0,3.87,182
204,Back to the Future,Comedy Sci-Fi,1985.0,3.83,350
205,Patton,Drama War,1970.0,3.99,136
206,Akira,Adventure Animation Sci-Fi Thriller,1988.0,3.38,50
207,Cyrano de Bergerac,Action Drama Romance,1990.0,3.82,66
208,Young Frankenstein,Comedy Horror,1974.0,3.94,200
209,This Is Spinal Tap,Comedy Drama Musical,1984.0,3.91,191
210,Indiana Jones and the Last Crusade,Action Adventure,1989.0,3.93,331
211,M*A*S*H,Comedy War,1970.0,3.91,206
212,"Unbearable Lightness of Being, The",Drama,1988.0,3.46,92
213,"Room with a View, A",Drama Romance,1986.0,3.99,134
214,Pink Floyd - The Wall,Drama Musical War,1982.0,3.35,114
215,Field of Dreams,Drama,1989.0,3.7,212
216,When Harry Met Sally...,Comedy Romance,1989.0,3.91,290
217,Bram Stoker's Dracula,Horror Romance,1992.0,3.16,120
218,Cape Fear,Thriller,1991.0,3.46,171
219,"Nightmare on Elm Street, A",Horror,1984.0,3.17,111
220,"Mirror Has Two Faces, The",Comedy Romance,1996.0,3.36,66
221,Breaking the Waves,Drama,1996.0,3.73,74
222,Star Trek: First Contact,Action Adventure Sci-Fi,1996.0,3.66,365
223,Sling Blade,Drama Thriller,1996.0,4.2,136
224,Ridicule,Drama,1996.0,3.7,44
225,101 Dalmatians,Children's Comedy,1996.0,2.91,109
226,Die Hard 2,Action Thriller,1990.0,3.36,166
227,Star Trek VI: The Undiscovered Country,Action Adventure Sci-Fi,1991.0,3.28,161
228,Star Trek: The Wrath of Khan,Action Adventure Sci-Fi,1982.0,3.82,244
229,Star Trek III: The Search for Spock,Action Adventure Sci-Fi,1984.0,3.11,171
230,Star Trek IV: The Voyage Home,Action Adventure Sci-Fi,1986.0,3.45,199
231,Batman Returns,Action Adventure Comedy Crime,1992.0,2.68,142
232,Young Guns,Action Comedy Western,1988.0,3.21,101
233,Under Siege,Action,1992.0,3.29,124
234,Jaws,Action Horror,1975.0,3.78,280
235,Mars Attacks!,Action Comedy Sci-Fi War,1996.0,2.85,217
236,Citizen Ruth,Comedy Drama,1996.0,3.62,45
237,Jerry Maguire,Drama Romance,1996.0,3.71,384
238,Raising Arizona,Comedy,1987.0,3.88,256
239,Sneakers,Crime Drama Sci-Fi,1992.0,3.51,150
240,Beavis and Butt-head Do America,Animation Comedy,1996.0,2.79,156
241,"Last of the Mohicans, The",Action Romance War,1992.0,3.55,128
242,Kolya,Comedy,1996.0,3.99,117
243,Jungle2Jungle,Children's Comedy,1997.0,2.44,132
244,Smilla's Sense of Snow,Action Drama Thriller,1997.0,3.17,48
245,"Devil's Own, The",Action Drama Thriller War,1997.0,3.11,240
246,Chasing Amy,Drama Romance,1997.0,3.94,124
247,Turbo: A Power Rangers Movie,Action Adventure Children's,1997.0,1.8,5
248,Grosse Pointe Blank,Comedy Crime,1997.0,3.68,160
249,Austin Powers: International Man of Mystery,Comedy,1997.0,3.25,130
250,"Fifth Element, The",Action Sci-Fi,1997.0,3.48,197
251,Shall We Dance?,Comedy,1996.0,4.26,46
252,"Lost World: Jurassic Park, The",Action Adventure Sci-Fi Thriller,1997.0,2.94,158
253,"Pillow Book, The",Drama Romance,1995.0,3.69,26
254,Batman & Robin,Action Adventure Crime,1997.0,2.45,62
255,My Best Friend's Wedding,Comedy Romance,1997.0,3.36,172
256,When the Cats Away (Chacun cherche son chat),Comedy Romance,1996.0,3.56,16
257,Men in Black,Action Adventure Comedy Sci-Fi,1997.0,3.75,303
258,Contact,Drama Sci-Fi,1997.0,3.8,509
259,George of the Jungle,Children's Comedy,1997.0,2.69,162
260,Event Horizon,Action Mystery Sci-Fi Thriller,1997.0,2.57,127
261,Air Bud,Children's Comedy,1997.0,2.56,43
262,In the Company of Men,Drama,1997.0,3.71,66
263,Steel,Action,1997.0,2.16,19
264,Mimic,Sci-Fi Thriller,1997.0,2.74,101
265,"Hunt for Red October, The",Action Thriller,1990.0,3.86,227
266,Kull the Conqueror,Action Adventure,1997.0,2.71,35
267,unknown,unknown,,3.44,9
268,Chasing Amy,Drama Romance,1997.0,3.79,255
269,"Full Monty, The",Comedy,1997.0,3.93,315
270,Gattaca,Drama Sci-Fi Thriller,1997.0,3.6,136
271,Starship Troopers,Action Adventure Sci-Fi War,1997.0,3.23,211
272,Good Will Hunting,Drama,1997.0,4.26,198
273,Heat,Action Crime Thriller,1995.0,3.57,223
274,Sabrina,Comedy Romance,1995.0,3.5,190
275,Sense and Sensibility,Drama Romance,1995.0,4.01,268
276,Leaving Las Vegas,Drama Romance,1995.0,3.7,298
277,Restoration,Drama,1995.0,3.46,71
278,Bed of Roses,Drama Romance,1996.0,3.23,60
279,Once Upon a Time... When We Were Colored,Drama,1995.0,3.29,28
280,Up Close and Personal,Drama Romance,1996.0,3.19,85
281,"River Wild, The",Action Thriller,1994.0,3.14,146
282,"Time to Kill, A",Drama,1996.0,3.69,232
283,Emma,Drama Romance,1996.0,3.72,177
284,Tin Cup,Comedy Romance,1996.0,3.16,193
285,Secrets & Lies,Drama,1996.0,4.27,162
286,"English Patient, The",Drama Romance War,1996.0,3.66,481
287,Marvin's Room,Drama,1996.0,3.59,78
288,Scream,Horror Thriller,1996.0,3.44,478
289,Evita,Drama Musical,1996.0,2.98,259
290,Fierce Creatures,Comedy,1997.0,3.11,96
291,Absolute Power,Mystery Thriller,1997.0,3.37,127
292,Rosewood,Drama,1997.0,3.67,114
293,Donnie Brasco,Crime Drama,1997.0,3.8,147
294,Liar Liar,Comedy,1997.0,3.16,485
295,Breakdown,Action Thriller,1997.0,3.4,77
296,"Promesse, La",Drama,1996.0,3.33,6
297,Ulee's Gold,Drama,1997.0,3.96,50
298,Face/Off,Action Sci-Fi Thriller,1997.0,3.77,194
299,Hoodlum,Crime Drama Film-Noir,1997.0,2.93,73
300,Air Force One,Action Thriller,1997.0,3.63,431
301,In & Out,Comedy,1997.0,3.3,230
302,L.A. Confidential,Crime Film-Noir Mystery Thriller,1997.0,4.16,297
303,Ulee's Gold,Drama,1997.0,3.69,134
304,Fly Away Home,Adventure Children's,1996.0,3.54,149
305,"Ice Storm, The",Drama,1997.0,3.64,87
306,"Mrs. Brown (Her Majesty, Mrs. Brown)",Drama Romance,1997.0,3.95,96
307,"Devil's Advocate, The",Crime Horror Mystery Thriller,1997.0,3.52,188
308,FairyTale: A True Story,Children's Drama Fantasy,1997.0,2.97,30
309,Deceiver,Crime,1997.0,2.86,28
310,"Rainmaker, The",Drama,1997.0,3.6,145
311,"Wings of the Dove, The",Drama Romance Thriller,1997.0,3.68,75
312,Midnight in the Garden of Good and Evil,Comedy Crime Drama Mystery,1997.0,3.16,80
313,Titanic,Action Drama Romance,1997.0,4.25,350
314,3 Ninjas: High Noon At Mega Mountain,Action Children's,1998.0,1.0,5
315,Apt Pupil,Drama Thriller,1998.0,4.1,160
316,As Good As It Gets,Comedy Drama,1997.0,4.2,112
317,In the Name of the Father,Drama,1993.0,3.91,102
318,Schindler's List,Drama War,1993.0,4.47,298
319,Everyone Says I Love You,Comedy Musical Romance,1996.0,3.27,168
320,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996.0,4.05,20
321,Mother,Comedy,1996.0,3.13,169
322,Murder at 1600,Mystery Thriller,1997.0,3.09,218
323,Dante's Peak,Action Thriller,1997.0,2.93,240
324,Lost Highway,Mystery,1997.0,3.14,125
325,Crash,Drama Thriller,1996.0,2.55,128
326,G.I. Jane,Action Drama War,1997.0,3.36,175
327,Cop Land,Crime Drama Mystery,1997.0,3.38,175
328,Conspiracy Theory,Action Mystery Romance Thriller,1997.0,3.42,295
329,Desperate Measures,Crime Drama Thriller,1998.0,3.33,45
330,187,Drama,1997.0,3.02,41
331,"Edge, The",Adventure Thriller,1997.0,3.54,113
332,Kiss the Girls,Crime Drama Thriller,1997.0,3.46,143
333,"Game, The",Mystery Thriller,1997.0,3.59,251
334,U Turn,Action Crime Mystery,1997.0,3.36,64
335,How to Be a Player,Comedy,1997.0,2.76,21
336,Playing God,Crime Thriller,1997.0,2.63,43
337,"House of Yes, The",Comedy Drama Thriller,1997.0,3.0,18
338,Bean,Comedy,1997.0,2.66,91
339,Mad City,Action Drama,1997.0,3.26,47
340,Boogie Nights,Drama,1997.0,3.59,189
341,Critical Care,Comedy,1997.0,3.09,11
342,"Man Who Knew Too Little, The",Comedy Mystery,1997.0,2.92,52
343,Alien: Resurrection,Action Horror Sci-Fi,1997.0,3.1,124
344,"Apostle, The",Drama,1997.0,3.65,55
345,Deconstructing Harry,Comedy Drama,1997.0,3.4,65
346,Jackie Brown,Crime Drama,1997.0,3.64,126
347,Wag the Dog,Comedy Drama,1997.0,3.51,137
348,Desperate Measures,Crime Drama Thriller,1998.0,3.3,27
349,Hard Rain,Action Thriller,1998.0,2.9,31
350,Fallen,Action Mystery Thriller,1998.0,3.15,41
351,"Prophecy II, The",Horror,1998.0,2.7,20
352,Spice World,Comedy Musical,1997.0,2.12,26
353,Deep Rising,Action Horror Sci-Fi,1998.0,2.43,14
354,"Wedding Singer, The",Comedy Romance,1998.0,3.49,72
355,Sphere,Adventure Sci-Fi Thriller,1998.0,2.93,41
356,"Client, The",Drama Mystery Thriller,1994.0,3.38,97
357,One Flew Over the Cuckoo's Nest,Drama,1975.0,4.29,264
358,Spawn,Action Adventure Sci-Fi Thriller,1997.0,2.62,143
359,"Assignment, The",Thriller,1997.0,3.5,18
360,Wonderland,Documentary,1997.0,3.2,10
361,Incognito,Crime Thriller,1997.0,3.5,10
362,Blues Brothers 2000,Action Comedy Musical,1998.0,2.82,28
363,Sudden Death,Action,1995.0,2.72,47
364,Ace Ventura: When Nature Calls,Comedy,1995.0,2.68,37
365,Powder,Drama,1995.0,3.21,48
366,Dangerous Minds,Drama,1995.0,3.34,47
367,Clueless,Comedy,1995.0,3.46,170
368,Bio-Dome,Comedy,1996.0,1.9,31
369,Black Sheep,Comedy,1996.0,2.64,55
370,Mary Reilly,Drama Thriller,1996.0,2.82,39
371,"Bridges of Madison County, The",Drama Romance,1995.0,3.16,67
372,Jeffrey,Comedy,1995.0,3.53,34
373,Judge Dredd,Action Adventure Sci-Fi,1995.0,2.9,39
374,Mighty Morphin Power Rangers: The Movie,Action Children's,1995.0,2.27,11
375,Showgirls,Drama,1995.0,1.96,23
376,Houseguest,Comedy,1994.0,2.83,24
377,Heavyweights,Children's Comedy,1994.0,2.15,13
378,Miracle on 34th Street,Drama,1994.0,3.72,101
379,Tales From the Crypt Presents: Demon Knight,Horror,1995.0,2.98,43
380,Star Trek: Generations,Action Adventure Sci-Fi,1994.0,3.34,116
381,Muriel's Wedding,Comedy Romance,1994.0,3.55,100
382,"Adventures of Priscilla, Queen of the Desert, The",Comedy Drama,1994.0,3.59,111
383,"Flintstones, The",Children's Comedy,1994.0,2.06,31
384,Naked Gun 33 1/3: The Final Insult,Comedy,1994.0,2.78,69
385,True Lies,Action Adventure Comedy Romance,1994.0,3.56,208
386,Addams Family Values,Comedy,1993.0,2.82,87
387,"Age of Innocence, The",Drama,1993.0,3.38,65
388,Beverly Hills Cop III,Action Comedy,1994.0,2.39,28
389,Black Beauty,Adventure Children's,1994.0,3.44,27
390,Fear of a Black Hat,Comedy,1993.0,3.2,10
391,Last Action Hero,Action Comedy,1993.0,2.75,59
392,"Man Without a Face, The",Drama,1993.0,3.54,68
393,Mrs. Doubtfire,Comedy,1993.0,3.41,192
394,Radioland Murders,Comedy Mystery Romance,1994.0,3.33,12
395,Robin Hood: Men in Tights,Comedy,1993.0,2.59,56
396,Serial Mom,Comedy Crime Horror,1994.0,2.81,54
397,Striking Distance,Action,1993.0,2.58,12
398,Super Mario Bros.,Action Adventure Children's Sci-Fi,1993.0,2.08,26
399,"Three Musketeers, The",Action Adventure Comedy,1993.0,3.3,89
400,"Little Rascals, The",Children's Comedy,1994.0,2.72,18
401,"Brady Bunch Movie, The",Comedy,1995.0,2.8,76
402,Ghost,Comedy Romance Thriller,1990.0,3.46,170
403,Batman,Action Adventure Crime Drama,1989.0,3.43,201
404,Pinocchio,Animation Children's,1940.0,3.67,101
405,Mission: Impossible,Action Adventure Mystery,1996.0,3.31,344
406,Thinner,Horror Thriller,1996.0,2.45,49
407,Spy Hard,Comedy,1996.0,2.51,43
408,"Close Shave, A",Animation Comedy Thriller,1995.0,4.49,112
409,Jack,Comedy Drama,1996.0,3.14,70
410,Kingpin,Comedy,1996.0,3.13,162
411,"Nutty Professor, The",Comedy Fantasy Romance Sci-Fi,1996.0,2.91,163
412,"Very Brady Sequel, A",Comedy,1996.0,2.4,93
413,Tales from the Crypt Presents: Bordello of Blood,Horror,1996.0,2.64,55
414,My Favorite Year,Comedy,1982.0,3.53,62
415,"Apple Dumpling Gang, The",Children's Comedy Western,1975.0,2.84,25
416,Old Yeller,Children's Drama,1957.0,3.48,64
417,"Parent Trap, The",Children's Drama,1961.0,3.1,73
418,Cinderella,Animation Children's Musical,1950.0,3.58,129
419,Mary Poppins,Children's Comedy Musical,1964.0,3.72,178
420,Alice in Wonderland,Animation Children's Musical,1951.0,3.67,81
421,William Shakespeare's Romeo and Juliet,Drama Romance,1996.0,3.59,106
422,Aladdin and the King of Thieves,Animation Children's Comedy,1996.0,2.85,26
423,E.T. the Extra-Terrestrial,Children's Drama Fantasy Sci-Fi,1982.0,3.83,300
424,Children of the Corn: The Gathering,Horror,1996.0,1.32,19
425,Bob Roberts,Comedy,1992.0,3.74,85
426,"Transformers: The Movie, The",Action Animation Children's Sci-Fi Thriller War,1986.0,2.84,32
427,To Kill a Mockingbird,Drama,1962.0,4.29,219
428,Harold and Maude,Comedy,1971.0,3.82,121
429,"Day the Earth Stood Still, The",Drama Sci-Fi,1951.0,3.94,97
430,Duck Soup,Comedy War,1933.0,4.0,93
431,Highlander,Action Adventure,1986.0,3.54,153
432,Fantasia,Animation Children's Musical,1940.0,3.77,174
433,Heathers,Comedy,1989.0,3.69,171
434,Forbidden Planet,Sci-Fi,1956.0,3.84,67
435,Butch Cassidy and the Sundance Kid,Action Comedy Western,1969.0,3.95,216
436,"American Werewolf in London, An",Horror,1981.0,3.54,99
437,Amityville 1992: It's About Time,Horror,1992.0,1.0,5
438,Amityville 3-D,Horror,1983.0,1.17,6
439,Amityville: A New Generation,Horror,1993.0,1.0,5
440,Amityville II: The Possession,Horror,1982.0,1.64,14
441,"Amityville Horror, The",Horror,1979.0,2.57,53
442,"Amityville Curse, The",Horror,1990.0,1.25,4
443,"Birds, The",Horror,1963.0,3.81,162
444,"Blob, The",Horror Sci-Fi,1958.0,2.72,46
445,"Body Snatcher, The",Horror,1945.0,3.5,22
446,Burnt Offerings,Horror,1976.0,2.44,9
447,Carrie,Horror,1976.0,3.5,121
448,"Omen, The",Horror,1976.0,3.39,85
449,Star Trek: The Motion Picture,Action Adventure Sci-Fi,1979.0,3.03,117
450,Star Trek V: The Final Frontier,Action Adventure Sci-Fi,1989.0,2.4,63
451,Grease,Comedy Musical Romance,1978.0,3.35,170
452,Jaws 2,Action Horror,1978.0,2.67,66
453,Jaws 3-D,Action Horror,1983.0,1.94,16
454,Bastard Out of Carolina,Drama,1996.0,2.88,16
455,Jackie Chan's First Strike,Action,1996.0,3.26,145
